Num Few Shots	Num Examples Tested	Num Exact Matches	Exact MatchPerc	Num Subset Matches	Subset Match Perc	Avg Similarity Score	Med Similarity Score	Max Similarity Score	Min Similarity Score
100	1532	1495	0.9758485639686684	1495	0.9758485639686684	99.3017608479423	100.0	100.0	0.0
200	1532	1500	0.97911227154047	1500	0.97911227154047	99.26488872311327	100.0	100.0	0.0
300	1532	1500	0.97911227154047	1500	0.97911227154047	99.14985598242778	100.0	100.0	0.0
400	1532	1510	0.9856396866840731	1510	0.9856396866840731	99.64106987442497	100.0	100.0	60.0
500	1532	1506	0.9830287206266318	1506	0.9830287206266318	99.52738406067388	100.0	100.0	0.0
600	1532	1506	0.9830287206266318	1506	0.9830287206266318	99.52015727962203	100.0	100.0	0.0
700	1532	1517	0.9902088772845953	1517	0.9902088772845953	99.62832587343031	100.0	100.0	0.0
800	1532	1514	0.9882506527415144	1514	0.9882506527415144	99.56988996643044	100.0	100.0	0.0
900	1532	1516	0.9895561357702349	1516	0.9895561357702349	99.5995741638692	100.0	100.0	0.0
1000	1532	1515	0.9889033942558747	1515	0.9889033942558747	99.61674748228273	100.0	100.0	0.0
1100	1532	1519	0.991514360313316	1519	0.991514360313316	99.68769426830785	100.0	100.0	0.0
1200	1532	1522	0.9934725848563969	1522	0.9934725848563969	99.77371627502175	100.0	100.0	50.0
1300	1532	1520	0.9921671018276762	1520	0.9921671018276762	99.77736851920925	100.0	100.0	50.0
1400	1532	1523	0.9941253263707572	1523	0.9941253263707572	99.82756744995649	100.0	100.0	50.0
1500	1532	1520	0.9921671018276762	1520	0.9921671018276762	99.7501709561109	100.0	100.0	50.0
1600	1532	1521	0.9928198433420365	1521	0.9928198433420365	99.75343466368271	100.0	100.0	50.0
1700	1532	1522	0.9934725848563969	1522	0.9934725848563969	99.7888692030337	100.0	100.0	50.0
1800	1532	1521	0.9928198433420365	1521	0.9928198433420365	99.77519271416138	100.0	100.0	50.0
1900	1532	1512	0.9869451697127938	1512	0.9869451697127938	99.16107173940073	100.0	100.0	16.666666666666664
2000	1532	1512	0.9869451697127938	1512	0.9869451697127938	99.18065398483154	100.0	100.0	16.666666666666664
2100	1532	1498	0.9778067885117493	1498	0.9778067885117493	98.48439636951386	100.0	100.0	16.666666666666664
2200	1532	1496	0.9765013054830287	1496	0.9765013054830287	98.4926333457665	100.0	100.0	16.666666666666664
2300	1532	1496	0.9765013054830287	1496	0.9765013054830287	98.47460524679846	100.0	100.0	16.666666666666664
2400	1532	1497	0.9771540469973891	1497	0.9771540469973891	98.48602822329977	100.0	100.0	16.666666666666664
2500	1532	1499	0.9784595300261096	1499	0.9784595300261096	98.51594554270794	100.0	100.0	16.666666666666664
